Date,Open,High,Low,Close,Volume
2021-05-09 04:57:00,57990.36,57990.38,57888.25,57888.25,0.01927241
2021-05-09 04:58:00,57888.25,57954.56,57888.25,57933.71,16.23073137
2021-05-09 04:59:00,57943.94,57943.96,57932.67,57932.69,0.00206958
2021-05-09 05:00:00,57932.69,57932.69,57885.83,57918.25,9999.00362114
2021-05-09 05:01:00,57918.27,57948.96,57918.27,57946.09,0.00224161
2021-05-09 05:02:00,57892.04,57893.53,57892.04,57893.53,0.0020712
2021-05-09 05:03:00,57856.28,57856.28,57801.94,57801.96,0.00307378
2021-05-09 05:04:00,57800,57800,53000,57648.31,0.10681035
2021-05-09 05:05:00,57648.29,57656.82,57615.6,57656.82,0.01930653
2021-05-09 05:06:00,57582.45,57623.69,57582.45,57611.21,0.00208169
2021-05-09 05:07:00,57560.96,57570.73,57560.96,57570.73,0.0020829
2021-05-09 05:08:00,57602.22,57623.14,57594.28,57594.28,0.0034087
2021-05-09 05:09:00,57594.3,57594.3,57440.39,57481.61,0.03691637
2021-05-09 05:10:00,57466.97,57537.76,57466.95,57537.74,0.03486408
2021-05-09 05:11:00,57537.76,57575.1,57537.76,57575.1,0.00225673
2021-05-09 05:12:00,57467.33,57564.4,57467.33,57564.4,0.67968845
2021-05-09 05:13:00,57507.01,57507.03,57455.03,57455.05,0.00208602
2021-05-09 05:14:00,57323.37,57323.39,57207.39,57207.41,0.00584191
2021-05-09 05:15:00,57200,57384.99,57181.05,57384.99,0.00409548
2021-05-09 05:16:00,57176.12,57250.36,57176.12,57250.36,0.00209577
2021-05-09 05:17:00,57175.42,57214.12,57175.42,57214.12,0.00209638
2021-05-09 05:18:00,57183.27,57218.98,57183.27,57218.96,0.00192172
2021-05-09 05:19:00,57218.98,57431.14,57218.98,57431.14,0.00226743
2021-05-09 05:20:00,57194.57,57210.12,57194.55,57210.12,0.00384111
2021-05-09 05:21:00,57100,57100,57000,57000.01,0.00624089
2021-05-09 05:22:00,57000,57093.25,56840.47,56840.47,0.0078293
2021-05-09 05:23:00,56823.41,57055.72,56823.41,57055.72,0.00341533
2021-05-09 05:24:00,57036.5,57203.28,57030,57030.02,0.00385535
2021-05-09 05:25:00,56984.61,56984.63,56942.21,56942.21,0.0036595
2021-05-09 05:26:00,56942.23,56942.23,56832.63,56895.94,0.00328449
2021-05-09 05:27:00,56895.92,56895.94,56838.66,56838.68,0.00210852
2021-05-09 05:28:00,56800,56810.46,56790.23,56810.46,0.09131912
2021-05-09 05:29:00,56943.52,56943.54,56901.45,56901.45,0.00193101
2021-05-09 05:30:00,56901.47,56907.43,56856.36,56856.38,0.00403739
2021-05-09 05:31:00,56896.15,57013.4,56887.82,56887.82,0.00193174
2021-05-09 05:32:00,56887.84,57019.48,56875.73,57019.48,0.00228306
2021-05-09 05:33:00,56980.7,56987.07,56980.7,56987.07,0.01961896
2021-05-09 05:34:00,57019.84,57019.86,56980,56980.02,0.01270436
2021-05-09 05:35:00,56989.77,56989.79,56944.17,56944.19,0.00210486
2021-05-09 05:36:00,56936.49,57091.33,56935.69,57091.33,0.00210552
2021-05-09 05:37:00,56894.43,57138.99,56894.43,57138.99,16.51350899
2021-05-09 05:38:00,57160.87,57160.89,57160.05,57160.07,0.00209772
2021-05-09 05:39:00,57173.16,57214.01,57162.3,57162.32,0.00209733
2021-05-09 05:40:00,57214.01,57275.57,57131.18,57275.57,0.00384194
2021-05-09 05:41:00,57162.24,57197.24,57162.24,57197.22,0.00192246
2021-05-09 05:42:00,57197.24,57314.21,57190.95,57314.21,0.00227073
2021-05-09 05:43:00,57208.48,57314.21,57194.93,57314.21,0.00209583
2021-05-09 05:44:00,57183.09,57183.11,57135.96,57135.98,0.1525459
2021-05-09 05:45:00,57136.26,57152.8,57136.26,57152.8,0.00209829
2021-05-09 05:46:00,57141.69,57141.71,57107.37,57107.39,0.00209914
2021-05-09 05:47:00,57067.35,57097.83,57067.35,57097.83,0.02136671
2021-05-09 05:48:00,57038.07,57079.72,56922.52,56922.52,16.50303279
2021-05-09 05:49:00,56906.33,56969.08,56906.33,56969.08,0.00210594
2021-05-09 05:50:00,56982.96,57083.52,56982.94,57058.64,0.08397951
2021-05-09 05:51:00,57104.74,57104.76,57102.86,57102.88,0.08228845
2021-05-09 05:52:00,57069.99,57070.01,57031.07,57031.07,0.00192672
2021-05-09 05:53:00,57147.15,57147.15,57018.19,57049.75,0.00227709
2021-05-09 05:54:00,57012.77,57012.79,56963.5,56963.5,0.00192877
2021-05-09 05:55:00,56963.52,56965.44,56937.63,56937.65,0.00228071
2021-05-09 05:56:00,56918.01,57614.81,56846.08,56846.1,0.01201962
2021-05-09 05:57:00,56800,56800,56526,56564.12,0.01984077
2021-05-09 05:58:00,56552.47,56552.49,56536.74,56536.76,0.00212058
2021-05-09 05:59:00,56504.74,56537.27,56400,56400,0.03249863
2021-05-09 06:00:00,56389.71,56493.5,56389.69,56493.5,0.00849601
2021-05-09 06:01:00,56573.24,56636.66,56573.24,56636.66,0.01199689
2021-05-09 06:02:00,56577.27,56637,56577.27,56637,0.00211821
2021-05-09 06:03:00,56704.16,56711.91,56704.16,56711.91,0.00211443
2021-05-09 06:04:00,56707.5,56713.11,56651.61,56713.11,0.02039098
2021-05-09 06:05:00,56723.53,56813.21,56723.53,56813.21,16.55734276
2021-05-09 06:06:00,56747.4,56747.42,56717.4,56717.42,0.00211353
2021-05-09 06:07:00,56742.31,56847.47,56742.31,56847.47,0.20311864
2021-05-09 06:08:00,56872.84,56872.84,56805.28,56805.3,0.08431052
2021-05-09 06:09:00,56799.99,56815.18,56799.99,56815.18,0.08242544
2021-05-09 06:10:00,56825.66,56825.66,56764.74,56764.76,0.08421852
2021-05-09 06:11:00,56774.33,56841.12,56774.33,56841.12,0.08233869
2021-05-09 06:12:00,56854.22,56935.92,56854.22,56935.92,0.00501218
2021-05-09 06:13:00,56922.12,56947.09,56922.12,56947.09,0.014724
2021-05-09 06:14:00,56999.99,57000.01,56978.22,56978.24,0.00210402
2021-05-09 06:15:00,56969.25,57013.61,56969.25,56980.02,0.00210447
2021-05-09 06:16:00,56980,57013.71,56979.06,57013.71,0.00392928
2021-05-09 06:17:00,57019.29,57024.96,57019.29,57024.96,0.00210279
2021-05-09 06:18:00,57001.24,57012.84,57001.24,57012.84,0.00385771
2021-05-09 06:19:00,57020.55,57020.57,57004.73,57004.73,0.0019277
2021-05-09 06:20:00,57004.73,57087.82,56993.44,57087.82,0.0038541
2021-05-09 06:21:00,56993.36,56993.38,56915.43,56915.43,0.08229559
2021-05-09 06:22:00,56915.41,56958.06,56915.41,56958.06,0.00210594
2021-05-09 06:23:00,56951.82,56969.37,56951.82,56969.35,0.01948565
2021-05-09 06:24:00,56969.37,57017.23,56968.47,56968.49,0.00329087
2021-05-09 06:25:00,56958.81,56958.83,56928.07,56928.09,0.00210573
2021-05-09 06:26:00,56945.37,56961.69,56945.37,56961.69,0.00210534
2021-05-09 06:27:00,57018.3,57018.32,57018.18,57018.2,0.00210294
2021-05-09 06:28:00,56999.19,56999.21,56947.85,56947.87,0.02236808
2021-05-09 06:29:00,56921.16,56993.8,56921.16,56945.44,0.00210587
2021-05-09 06:30:00,56900.01,56900.01,56889.43,56889.45,0.08860955
2021-05-09 06:31:00,56970.02,57016.33,56970.02,57016.33,0.00310378
2021-05-09 06:32:00,57038.3,57038.32,57020.73,57020.75,0.00210255
2021-05-09 06:33:00,56977.79,56977.81,56950.27,56950.27,0.00192963
2021-05-09 06:34:00,56950.29,56977.73,56950.29,56977.73,0.08236671
2021-05-09 06:35:00,56982.84,57019.85,56982.84,57019.84,0.00210357
2021-05-09 06:36:00,57019.84,57105.15,57019.84,57105.15,0.00310105
2021-05-09 06:37:00,57077.7,57077.72,57069.43,57069.45,0.0021009
2021-05-09 06:38:00,57098.8,57113.81,57073.1,57073.12,0.00385178
2021-05-09 06:39:00,57110.64,57111.01,57102.28,57111.01,0.01439085
2021-05-09 06:40:00,57111.01,57111.01,57008.81,57008.83,0.00484889
2021-05-09 06:41:00,57000,57042.46,56991.43,57042.44,0.00427683
2021-05-09 06:42:00,57042.46,57125.81,57042.46,57125.81,0.00610398
2021-05-09 06:43:00,57113.93,57113.95,57105.97,57105.99,0.00209958
2021-05-09 06:44:00,57114,57116.39,57114,57116.39,0.00209936
2021-05-09 06:45:00,57092.56,57214.01,57092.56,57214.01,0.00209945
2021-05-09 06:46:00,57128.01,57140,57124.46,57124.46,0.00309868
2021-05-09 06:47:00,57110.32,57214.01,57110.32,57164.71,0.00209825
2021-05-09 06:48:00,57180.15,57180.17,57166.28,57166.3,0.0038461
2021-05-09 06:49:00,57176.51,57176.53,57164.65,57164.67,0.0107987
2021-05-09 06:50:00,57175.33,57175.33,57135.66,57135.66,0.00484308
2021-05-09 06:51:00,57133,57187.32,57133,57187.32,0.0031427
2021-05-09 06:52:00,57173.52,57214.01,57173.52,57191.33,0.00192221
2021-05-09 06:53:00,57191.35,57191.35,57183.54,57183.56,0.00227146
2021-05-09 06:54:00,57184.51,57214.01,57169.98,57214.01,0.00209699
2021-05-09 06:55:00,57158.88,57166.52,57158.88,57166.52,0.00209763
2021-05-09 06:56:00,57179.72,57316.96,57179.72,57294.65,0.0073964
2021-05-09 06:57:00,57250,57319.49,57250,57319.49,0.00209319
2021-05-09 06:58:00,57300,57306.13,57288.23,57288.23,0.00483778
2021-05-09 06:59:00,57288.21,57396.42,57275.69,57396.42,0.00309291
2021-05-09 07:00:00,57267.75,57267.75,57267.61,57267.63,0.00731144
2021-05-09 07:01:00,57260.26,57376.07,57247.9,57247.92,0.0205132
2021-05-09 07:02:00,57294.61,57414.41,57294.61,57414.41,0.00209129
2021-05-09 07:03:00,57391.87,57391.89,57383.42,57383.44,0.00706946
2021-05-09 07:04:00,57381.61,57381.63,57377.52,57377.54,0.00208974
2021-05-09 07:05:00,57348.77,57348.77,57295.05,57295.07,0.00850256
2021-05-09 07:06:00,57311.67,57363.56,57311.67,57363.56,0.01078613
2021-05-09 07:07:00,57376.8,57376.82,57374.09,57374.11,0.00552026
2021-05-09 07:08:00,57353.08,57414.41,57353.08,57414.41,0.00448552
2021-05-09 07:09:00,57416.79,57416.81,57370.75,57370.75,0.00504473
2021-05-09 07:10:00,57370.75,57385.54,57370.73,57385.54,0.0038293
2021-05-09 07:11:00,57397.02,57479.71,57397.02,57428.49,0.00520739
2021-05-09 07:12:00,57464.28,57464.3,57429.83,57429.83,0.00308704
2021-05-09 07:13:00,57423.21,57423.23,57421.85,57421.87,0.00516898
2021-05-09 07:14:00,57413.21,57413.21,57376.29,57376.29,0.00391536
2021-05-09 07:15:00,57376.31,57376.31,57327.57,57375.33,0.00226475
2021-05-09 07:16:00,57385.45,57466.77,57385.45,57409.93,0.00208881
2021-05-09 07:17:00,57417.2,57417.22,57379.15,57379.17,0.00208913
2021-05-09 07:18:00,57428.66,57428.68,57389.45,57389.45,0.56214319
2021-05-09 07:19:00,57389.43,57389.45,57376.92,57376.94,0.04208956
2021-05-09 07:20:00,57376.93,57376.93,57346.82,57346.82,0.00365561
2021-05-09 07:21:00,57332.58,57332.58,57212.04,57212.06,0.00326776
2021-05-09 07:22:00,57278.8,57320.59,57278.8,57298.5,0.08680466
2021-05-09 07:23:00,57277.19,57277.21,57273.92,57273.94,0.00209346
2021-05-09 07:24:00,57302.35,57352.74,57302.35,57352.74,0.06160274
2021-05-09 07:25:00,57322.76,57322.78,57318.44,57318.46,0.01201571
2021-05-09 07:26:00,57308.81,57314.01,57308.81,57314.01,0.00688067
2021-05-09 07:27:00,57380.97,57614.81,57320.37,57331.75,0.00473136
2021-05-09 07:28:00,57390.52,57391.09,57376.91,57376.93,0.02264053
2021-05-09 07:29:00,57393.43,57393.45,57372.09,57372.11,0.00208959
2021-05-09 07:30:00,57614.81,57685.57,57322.44,57628.28,0.23897989
2021-05-09 07:31:00,57340.64,57340.69,57340.64,57340.69,0.08121471
2021-05-09 07:32:00,57300,57311.75,57300,57311.75,0.08104568
2021-05-09 07:33:00,57358.86,57376.67,57358.86,57376.67,0.01948394
2021-05-09 07:34:00,57370.63,57375.54,57370.63,57375.54,0.00208993
2021-05-09 07:35:00,57372.85,57379.07,57372.85,57379.05,0.00191579
2021-05-09 07:36:00,57659.74,57659.74,57370.29,57615.05,0.00226166
2021-05-09 07:37:00,57402.15,57402.17,57338.16,57338.16,0.08188599
2021-05-09 07:38:00,57338.18,57352.41,57329.42,57352.41,0.1002171
2021-05-09 07:39:00,57359.08,57359.1,57290.24,57290.26,0.08187607
2021-05-09 07:40:00,57287.02,57301.84,57287,57301.84,0.00383491
2021-05-09 07:41:00,57267.07,57267.09,57257.54,57257.56,0.00209397
2021-05-09 07:42:00,57290.98,57454.91,57268.67,57268.67,0.01951937
2021-05-09 07:43:00,57268.65,57312.39,57268.65,57312.39,0.01949423
2021-05-09 07:44:00,57268.66,57302.84,57268.66,57302.84,0.00209316
2021-05-09 07:45:00,57319.87,57355.01,57319.87,57355.01,0.08075472
2021-05-09 07:46:00,57369.9,57588.4,57369.9,57426.39,0.01951554
2021-05-09 07:47:00,57426.39,57426.41,57412.49,57412.51,0.00208824
2021-05-09 07:48:00,57448.01,57448.03,57428.52,57428.54,0.03120709
2021-05-09 07:49:00,57384.58,57391.81,57377.94,57391.81,0.02308953
2021-05-09 07:50:00,57395.32,57395.32,57328.81,57328.81,0.09351419
2021-05-09 07:51:00,57328.79,57362.94,57328.79,57362.94,0.08062032
2021-05-09 07:52:00,57402.15,57402.17,57338.77,57338.77,0.08161224
2021-05-09 07:53:00,57335.93,57502.29,57314.92,57314.94,0.01946937
2021-05-09 07:54:00,57301.52,57301.54,57274.04,57274.06,0.00309304
2021-05-09 07:55:00,57275.36,57279.6,57275.36,57279.6,0.00209345
2021-05-09 07:56:00,57254.02,57254.02,57247.51,57247.53,16.55832365
2021-05-09 07:57:00,57229.25,57229.48,57197.95,57215.53,0.00509581
2021-05-09 07:58:00,57215.51,57249.5,57215.51,57249.5,0.00384182
2021-05-09 07:59:00,57238.97,57238.99,57225.67,57225.67,4.8019206
2021-05-09 08:00:00,57225.69,57225.69,57145.02,57145.04,177.40501545
2021-05-09 08:01:00,57145.17,57188.06,57066.9,57148.61,206.20409995
2021-05-09 08:02:00,57148.61,57226.64,57148.61,57226.64,156.60209676
2021-05-09 08:03:00,57268.46,57294.28,57268.46,57294.28,0.08056597
2021-05-09 08:04:00,57330.75,57356.2,57330.75,57356.2,0.002091
2021-05-09 08:05:00,57356.35,57356.37,57317.2,57317.22,0.00209124
2021-05-09 08:06:00,57324.77,57414.36,57324.77,57414.36,0.00209145
2021-05-09 08:07:00,57341.27,57358.4,57341.27,57358.4,0.00209082
2021-05-09 08:08:00,57359.25,57414.51,57354.91,57414.51,0.00209034
2021-05-09 08:09:00,57344.23,57344.23,57341.27,57341.27,0.02106452
2021-05-09 08:10:00,57341.29,57341.29,57280.55,57280.57,0.08247682
2021-05-09 08:11:00,57247.04,57355.37,57247.04,57308.19,0.09787406
2021-05-09 08:12:00,57308.17,57308.19,57286.14,57286.16,0.08045852
2021-05-09 08:13:00,57273.86,57273.88,57250,57250.02,0.002094
2021-05-09 08:14:00,57248.23,57273.55,57248.23,57273.53,0.01932343
2021-05-09 08:15:00,57273.55,57279.22,57260.35,57279.22,0.08048211
2021-05-09 08:16:00,57352.43,57373.55,57352.43,57373.53,16.51364689
2021-05-09 08:17:00,57373.55,57402.88,57361.28,57361.3,0.00226365
2021-05-09 08:18:00,57328.78,57368.08,57328.78,57368.08,0.00209088
2021-05-09 08:19:00,57365.09,57401.99,57310.44,57401.99,0.09947212
2021-05-09 08:20:00,57326.8,57358.98,57326.78,57358.98,0.00383193
2021-05-09 08:21:00,57355.32,57355.34,57312.3,57312.32,0.08007986
2021-05-09 08:22:00,57346.81,57414.51,57346.81,57414.51,0.00209046
2021-05-09 08:23:00,57367.86,57367.88,57341.62,57341.64,0.01069826
2021-05-09 08:24:00,57399.33,57399.35,57385,57385.02,0.00208931
2021-05-09 08:25:00,57393.68,57414.51,57387.38,57414.51,0.00208924
2021-05-09 08:26:00,57394.64,57399.37,57394.64,57399.35,0.00191513
2021-05-09 08:27:00,57399.37,57414.51,57394.64,57414.51,0.0025674
2021-05-09 08:28:00,57426.04,57438.74,57426.04,57438.74,0.00208776
2021-05-09 08:29:00,57394.66,57402.45,57394.66,57402.45,0.00383134
2021-05-09 08:30:00,57402.45,57452.4,57355.29,57406.21,0.08279832
2021-05-09 08:31:00,57342.72,57342.74,57324.1,57324.12,0.00209139
2021-05-09 08:32:00,57320.75,57320.77,57288.09,57288.11,0.00209244
2021-05-09 08:33:00,57276.78,57279.63,57276.78,57279.63,0.00209343
2021-05-09 08:34:00,57328.89,57342.21,57328.89,57342.21,0.09733907
2021-05-09 08:35:00,57340,57376.7,57339.98,57376.68,0.04083407
2021-05-09 08:36:00,57376.7,57416.73,57376.7,57411.62,0.00226272
2021-05-09 08:37:00,57414.07,57419,57414.07,57419,0.00208836
2021-05-09 08:38:00,57419.08,57419.1,57415.04,57415.04,0.00191443
2021-05-09 08:39:00,57415.06,57446.92,57402.64,57442.74,0.0213752
2021-05-09 08:40:00,57391.92,57450.13,57317.64,57317.64,0.12158563
2021-05-09 08:41:00,57317.62,57350.2,57306.31,57350.2,0.07976404
2021-05-09 08:42:00,57343.95,57381.3,57313.67,57381.3,0.00209128
2021-05-09 08:43:00,57338.96,57346.78,57338.96,57346.78,0.00209106
2021-05-09 08:44:00,57330.94,57382.84,57330.94,57382.84,0.07935258
2021-05-09 08:45:00,57348.2,57373.83,57348.2,57373.83,0.0020904
2021-05-09 08:46:00,57377.73,57425.68,57377.73,57425.68,0.13792499
2021-05-09 08:47:00,57373.88,57373.9,57367.35,57367.35,0.00191599
2021-05-09 08:48:00,57367.37,57388.02,57367.37,57381.22,0.00226363
2021-05-09 08:49:00,57392.04,57419.01,57392.04,57419.01,0.00552828
2021-05-09 08:50:00,57419.13,57444.39,57419.11,57444.39,0.00541025
2021-05-09 08:51:00,57445.88,57450,57445.88,57449.98,0.00191342
2021-05-09 08:52:00,57450,57450.3,57408,57408.02,0.00226174
2021-05-09 08:53:00,57437.07,57437.09,57409.79,57409.81,0.00208812
2021-05-09 08:54:00,57388.93,57439.86,57388.93,57418.13,0.01947002
